Unnamed: 0,property_id,city,locality,locality_tier,property_type,bhk,bathrooms,balconies,built_up_area,carpet_area,floor_number,total_floors,floor_category,facing,furnishing_status,property_age,parking_spaces,security_score,gym_available,swimming_pool,power_backup,lift_available,maintenance_fee_monthly,distance_to_city_center_km,distance_to_metro_km,nearby_schools,nearby_hospitals,transaction_type,price_category,price_in_lakhs,Housing Price Predicted Value
121,PROP-007135,Hyderabad,Banjara Hills,Premium,Villa,4,4,2,2179,1855,24,25,Top (20+),South-West,Unfurnished,15,5,6.1,1,1,0,1,8859,4.5,0.3,2,3,Resale,High,347.77,341.06030000000015
122,PROP-033705,Bangalore,Electronic City,Standard,Apartment,1,1,0,319,268,17,24,High (10-19),South-West,Fully Furnished,3,0,5.8,0,0,0,1,2133,14.5,3.1,2,0,New,Low,13.96,23.0364
123,PROP-029661,Hyderabad,Banjara Hills,Premium,Apartment,3,4,3,1403,1208,18,27,High (10-19),North-East,Unfurnished,4,2,8.2,0,1,1,1,5000,4.1,1.4,3,3,Resale,Low,171.89,170.08809999999983
124,PROP-017894,Bangalore,HSR Layout,Standard,Independent House,2,3,1,1174,1033,6,12,Mid (5-9),East,Semi-Furnished,0,1,4.3,0,0,0,1,3074,12.1,1.0,3,1,Resale,Low,95.38,96.713
125,PROP-022019,Mumbai,Powai,Standard,Row House,4,5,3,1724,1511,7,14,Mid (5-9),West,Fully Furnished,13,3,5.4,0,0,0,1,3126,12.8,2.6,2,0,Resale,Low,133.04,136.6844000000002
126,PROP-013539,Mumbai,Bandra,Premium,Studio,1,2,1,433,373,11,12,High (10-19),South-East,Semi-Furnished,29,0,5.5,0,0,0,1,1824,5.9,3.6,3,1,Resale,Low,46.34,49.75520000000006
127,PROP-043119,Delhi,Noida Extension,Affordable,Row House,3,4,4,1405,1153,14,21,High (10-19),North,Fully Furnished,9,2,4.6,0,0,1,1,2540,21.4,0.3,3,2,Resale,Low,76.27,70.82830000000013
128,PROP-036421,Hyderabad,Gachibowli,Standard,Row House,4,4,2,1888,1637,0,18,Ground,North,Unfurnished,10,3,6.2,0,0,1,0,2218,10.8,0.9,2,1,New,Low,152.3,146.86599999999984
129,PROP-009406,Delhi,Gurgaon DLF,Premium,Villa,4,3,1,2090,1674,0,16,Ground,South,Fully Furnished,22,5,9.3,1,1,1,0,6209,8.6,0.6,0,3,New,High,228.39,250.7227999999999
130,PROP-013414,Delhi,Gurgaon DLF,Premium,Apartment,3,3,1,1153,972,9,16,Mid (5-9),North-West,Unfurnished,5,2,7.1,0,1,0,1,4442,5.2,4.7,4,1,New,Low,134.77,145.2569000000002
131,PROP-006721,Bangalore,HSR Layout,Standard,Studio,1,1,1,300,244,4,5,Low (1-4),North-East,Semi-Furnished,5,0,3.2,0,0,1,1,1264,11.1,3.8,2,2,Resale,Low,17.3,19.435199999999988
132,PROP-015602,Delhi,Noida Sector 62,Standard,Row House,4,4,1,2002,1684,18,22,High (10-19),East,Unfurnished,13,2,4.6,0,0,1,1,3139,16.6,0.5,3,1,Resale,Low,186.54,148.82029999999995
133,PROP-044744,Bangalore,Electronic City,Standard,Studio,1,1,1,540,436,0,9,Ground,East,Semi-Furnished,3,2,6.1,0,0,0,0,2141,11.1,2.4,1,1,Resale,Low,63.71,53.629100000000015
134,PROP-031139,Bangalore,Koramangala,Premium,Villa,3,3,2,1740,1451,7,11,Mid (5-9),North,Unfurnished,8,0,10.0,1,1,1,1,6454,4.7,3.4,6,1,Resale,High,229.91,232.64889999999997
135,PROP-002730,Hyderabad,Banjara Hills,Premium,Villa,3,2,1,1896,1571,10,17,High (10-19),West,Unfurnished,2,1,7.0,1,1,1,1,6550,7.0,2.2,3,2,New,High,259.34,299.92279999999994
136,PROP-038243,Bangalore,Koramangala,Premium,Apartment,3,3,0,1587,1332,2,8,Low (1-4),South,Fully Furnished,13,3,6.0,0,0,1,1,3328,9.6,6.4,4,3,Resale,High,224.86,240.32310000000015
137,PROP-029626,Bangalore,Indiranagar,Premium,Apartment,3,2,3,1287,1031,10,11,High (10-19),North,Semi-Furnished,11,1,7.1,0,1,1,1,4448,7.1,7.8,6,3,New,Low,189.23,180.77939999999978
138,PROP-047895,Hyderabad,Kondapur,Standard,Apartment,4,5,0,1554,1352,13,17,High (10-19),South,Fully Furnished,13,0,4.5,0,0,1,1,3214,13.6,0.4,0,2,Resale,Low,101.7,130.3791
139,PROP-042091,Mumbai,Andheri,Standard,Penthouse,5,4,3,2549,2119,0,1,Ground,South,Unfurnished,0,2,7.2,1,0,0,0,4947,12.0,10.0,5,2,New,High,236.34,240.3775000000001
140,PROP-036400,Mumbai,Andheri,Standard,Independent House,4,5,4,2333,2041,17,19,High (10-19),North-West,Semi-Furnished,1,2,5.3,0,0,1,1,3268,10.8,0.5,4,1,New,High,235.4,233.66330000000008
141,PROP-006245,Mumbai,Bandra,Premium,Studio,1,1,2,529,444,0,17,Ground,West,Unfurnished,1,1,4.3,1,0,1,0,3454,14.0,2.8,2,5,Resale,Low,73.21,73.59720000000002
142,PROP-005546,Bangalore,Electronic City,Standard,Apartment,2,3,2,896,777,36,37,Top (20+),East,Semi-Furnished,3,2,6.2,0,0,0,1,2696,14.7,2.9,2,0,Resale,Low,80.3,74.11440000000006
143,PROP-004065,Delhi,Gurgaon DLF,Premium,Penthouse,5,5,3,2687,2256,0,8,Ground,North-East,Unfurnished,3,2,6.8,1,1,1,0,7598,4.8,1.9,2,1,New,High,409.59,406.43789999999973
144,PROP-012852,Hyderabad,Banjara Hills,Premium,Villa,5,5,2,2649,2201,5,7,Mid (5-9),South-East,Semi-Furnished,23,5,8.0,1,1,1,1,7154,8.5,1.3,3,1,Resale,High,413.02,389.13829999999984
145,PROP-021803,Hyderabad,Gachibowli,Standard,Villa,2,1,1,1210,1062,0,15,Ground,South,Semi-Furnished,11,3,7.7,1,0,1,0,4422,13.7,5.9,3,0,Resale,Low,62.12,75.97009999999992
146,PROP-041164,Bangalore,Electronic City,Standard,Row House,3,3,0,1251,1075,0,16,Ground,East,Fully Furnished,11,1,4.9,0,0,1,0,2045,13.1,3.0,1,2,New,Low,82.81,85.77920000000009
147,PROP-006233,Bangalore,Indiranagar,Premium,Independent House,4,4,3,2298,1874,7,8,Mid (5-9),North,Fully Furnished,0,2,4.0,1,0,1,1,4454,6.5,5.4,2,4,New,High,335.43,350.5365000000001
148,PROP-003863,Bangalore,Electronic City,Standard,Apartment,3,3,1,1531,1310,17,20,High (10-19),South-East,Fully Furnished,0,1,4.0,0,0,0,1,2567,17.6,3.5,1,3,New,Low,124.63,122.6722999999999
149,PROP-035095,Bangalore,Indiranagar,Premium,Independent House,5,6,3,2593,2233,0,19,Ground,South-East,Semi-Furnished,1,3,6.0,0,1,0,0,4626,7.5,0.7,1,3,Resale,High,286.42,334.9252999999995
150,PROP-040196,Hyderabad,Gachibowli,Standard,Studio,1,1,1,513,425,4,10,Low (1-4),North,Semi-Furnished,12,1,5.0,0,0,0,1,1715,12.2,0.3,1,5,Resale,Low,37.24,35.967799999999926
151,PROP-039251,Bangalore,Koramangala,Premium,Independent House,5,6,1,2623,2279,6,13,Mid (5-9),North,Fully Furnished,2,3,5.9,1,0,0,1,4563,4.5,2.6,6,5,New,High,457.27,453.97979999999967
152,PROP-006218,Mumbai,Bandra,Premium,Apartment,3,3,3,1401,1209,6,11,Mid (5-9),South-West,Semi-Furnished,1,1,6.1,0,1,0,1,5007,6.9,0.6,4,3,Resale,Low,162.08,166.00889999999998
153,PROP-036776,Mumbai,Thane,Affordable,Independent House,4,5,1,2131,1873,0,12,Ground,West,Unfurnished,4,1,3.3,0,0,0,0,2602,18.2,0.2,5,0,New,Low,69.66,82.68409999999996
154,PROP-042977,Mumbai,Thane,Affordable,Studio,1,2,1,372,323,11,13,High (10-19),East,Unfurnished,1,3,4.1,1,0,1,1,3077,19.6,2.0,4,2,Resale,Low,17.65,17.708800000000014
155,PROP-048468,Hyderabad,Banjara Hills,Premium,Apartment,3,3,0,1243,1076,2,5,Low (1-4),South-West,Fully Furnished,5,0,5.7,1,1,1,1,5828,7.8,5.1,1,1,New,High,260.06,245.85420000000016
156,PROP-014832,Delhi,South Delhi,Premium,Villa,4,4,2,2233,1808,1,2,Low (1-4),West,Fully Furnished,4,4,8.3,1,1,1,0,6854,4.3,4.8,5,4,Resale,High,459.22,427.73790000000025
157,PROP-030093,Mumbai,Bandra,Premium,Apartment,1,1,1,490,417,13,16,High (10-19),South-East,Fully Furnished,29,2,5.5,0,1,1,1,3336,7.6,2.5,4,2,Resale,Low,69.08,67.00849999999997
158,PROP-008894,Mumbai,Powai,Standard,Villa,5,5,4,2770,2359,7,10,Mid (5-9),North,Unfurnished,10,2,7.4,1,0,1,1,6216,13.8,2.5,5,1,Resale,High,314.52,288.29810000000015
159,PROP-006021,Delhi,Gurgaon DLF,Premium,Villa,5,5,0,2455,2018,16,17,High (10-19),North-East,Semi-Furnished,4,1,9.5,1,1,1,1,7272,11.0,0.4,6,6,Resale,High,428.45,410.0060999999997
160,PROP-046089,Delhi,South Delhi,Premium,Independent House,3,4,3,1681,1431,18,27,High (10-19),West,Semi-Furnished,18,2,3.9,1,1,1,1,5948,10.6,3.2,2,7,Resale,High,262.73,258.1786999999998
161,PROP-015243,Bangalore,Electronic City,Standard,Villa,4,4,2,2128,1844,6,7,Mid (5-9),North,Unfurnished,4,3,7.8,1,0,1,1,4775,13.0,5.9,1,1,New,Low,145.67,163.01540000000006
162,PROP-045308,Bangalore,HSR Layout,Standard,Studio,1,1,2,546,479,18,21,High (10-19),North-West,Semi-Furnished,1,0,4.9,0,0,0,1,2601,11.8,2.9,0,0,Resale,Low,54.07,52.59250000000001
163,PROP-026551,Mumbai,Bandra,Premium,Studio,1,1,2,536,433,8,9,Mid (5-9),North-West,Semi-Furnished,0,1,6.1,1,1,0,1,4655,5.7,1.9,4,1,New,Low,78.49,75.79089999999991
164,PROP-006035,Mumbai,Andheri,Standard,Independent House,3,3,2,1434,1166,24,28,Top (20+),South,Semi-Furnished,11,1,5.1,0,0,0,1,2080,21.6,2.6,4,0,Resale,Low,78.98,110.47059999999996
165,PROP-007906,Mumbai,Andheri,Standard,Row House,5,4,3,2366,2011,10,13,High (10-19),North,Semi-Furnished,11,2,1.5,0,0,1,1,3149,10.3,0.6,1,2,New,High,233.1,233.86409999999978
166,PROP-032226,Delhi,Noida Extension,Affordable,Villa,5,5,4,2551,2061,12,13,High (10-19),West,Semi-Furnished,3,2,5.6,0,1,1,1,5102,21.7,7.0,1,1,Resale,Low,117.84,124.47320000000003
167,PROP-006018,Bangalore,Electronic City,Standard,Villa,5,5,2,2708,2231,12,19,High (10-19),East,Semi-Furnished,3,5,7.6,1,1,1,1,7823,10.3,0.8,2,1,New,High,262.13,260.9282000000001
168,PROP-021880,Hyderabad,Gachibowli,Standard,Apartment,5,4,0,2198,1765,0,18,Ground,North,Semi-Furnished,4,2,7.6,0,0,0,0,3086,11.4,0.3,1,0,Resale,Low,115.84,126.06730000000009
169,PROP-002792,Bangalore,Electronic City,Standard,Row House,3,4,0,1283,1128,5,10,Mid (5-9),North,Semi-Furnished,21,0,7.2,0,0,1,1,1936,10.0,0.1,3,1,Resale,Low,106.78,101.5047
170,PROP-042606,Bangalore,Electronic City,Standard,Apartment,3,4,1,1346,1184,9,10,Mid (5-9),North-East,Unfurnished,16,2,6.3,0,0,0,1,3389,16.5,3.5,5,2,Resale,Low,88.06,92.6378000000001
171,PROP-005824,Bangalore,Indiranagar,Premium,Independent House,3,2,3,1523,1302,6,14,Mid (5-9),North,Semi-Furnished,7,4,8.1,0,0,1,1,2303,10.4,1.9,4,3,New,Low,182.15,177.08789999999988
172,PROP-015388,Delhi,South Delhi,Premium,Apartment,3,3,2,1275,1067,12,18,High (10-19),East,Semi-Furnished,0,2,6.8,0,0,1,1,2620,5.0,2.1,5,1,Resale,Low,165.07,165.28579999999994
173,PROP-029562,Delhi,South Delhi,Premium,Apartment,3,2,2,1283,1123,7,11,Mid (5-9),South-West,Semi-Furnished,7,0,7.2,1,1,1,1,6435,6.5,0.4,2,2,New,Low,164.11,164.5751000000001
174,PROP-039476,Hyderabad,Gachibowli,Standard,Villa,5,4,1,2534,2149,0,19,Ground,West,Semi-Furnished,1,2,7.0,0,0,1,0,3183,12.8,0.6,2,5,New,High,260.36,256.2331000000002
175,PROP-000293,Mumbai,Navi Mumbai,Affordable,Studio,1,1,0,516,415,1,3,Low (1-4),East,Fully Furnished,0,1,5.0,0,0,1,0,1739,24.5,3.7,3,1,Resale,Low,32.15,27.369400000000027
176,PROP-016958,Delhi,South Delhi,Premium,Apartment,4,4,2,1933,1622,0,1,Ground,South-East,Unfurnished,14,2,6.7,1,0,0,0,4496,12.3,3.1,6,1,Resale,High,304.4,282.6889000000003
177,PROP-030861,Bangalore,Whitefield,Standard,Apartment,3,3,1,1227,1009,17,22,High (10-19),North-West,Semi-Furnished,2,0,6.3,0,0,0,1,2722,16.3,3.8,1,0,Resale,Low,108.59,99.85390000000005
178,PROP-014074,Bangalore,Electronic City,Standard,Row House,5,5,4,2031,1683,7,16,Mid (5-9),South,Semi-Furnished,12,3,5.8,0,0,1,1,2941,11.5,0.2,2,4,Resale,Low,163.59,163.05540000000008
179,PROP-021857,Bangalore,Koramangala,Premium,Apartment,3,4,0,1511,1294,0,16,Ground,North-East,Semi-Furnished,0,1,7.5,1,0,0,0,5147,4.6,1.3,2,2,New,High,211.78,240.8075
180,PROP-022080,Mumbai,Bandra,Premium,Apartment,4,3,3,1826,1566,8,11,Mid (5-9),South-East,Semi-Furnished,0,4,7.9,1,0,1,1,4756,6.0,1.7,1,3,New,High,330.18,322.9819000000001
181,PROP-017024,Mumbai,Powai,Standard,Apartment,3,3,1,1425,1163,1,2,Low (1-4),South-East,Semi-Furnished,21,4,5.6,0,0,1,0,1914,14.6,0.1,2,2,Resale,Low,91.73,96.83909999999982
182,PROP-008740,Mumbai,Andheri,Standard,Independent House,5,6,1,2678,2238,36,41,Top (20+),North,Semi-Furnished,1,2,4.8,1,0,0,1,4326,13.4,2.7,3,1,Resale,Low,190.16,167.9085999999999
183,PROP-015826,Delhi,South Delhi,Premium,Apartment,3,4,2,1429,1143,15,16,High (10-19),East,Unfurnished,1,2,5.5,1,0,0,1,3765,4.2,3.0,5,1,New,High,250.86,244.97390000000019
184,PROP-002742,Hyderabad,Kondapur,Standard,Apartment,4,4,1,1770,1456,0,2,Ground,North-East,Semi-Furnished,3,2,4.6,0,0,1,0,3489,12.0,4.5,2,0,New,Low,157.32,146.31879999999992
185,PROP-018049,Bangalore,Electronic City,Standard,Apartment,2,1,1,924,751,17,25,High (10-19),North-West,Semi-Furnished,15,2,3.3,0,0,0,1,2197,11.1,1.2,2,0,New,Low,87.7,85.47829999999993
186,PROP-049937,Bangalore,Indiranagar,Premium,Apartment,2,1,1,543,442,29,30,Top (20+),North,Semi-Furnished,5,1,5.9,0,1,1,1,4306,6.2,5.1,6,1,Resale,Low,68.96,78.66729999999998
187,PROP-017373,Mumbai,Thane,Affordable,Apartment,5,5,1,2112,1746,0,8,Ground,East,Unfurnished,10,2,5.7,0,0,0,0,2477,18.6,0.1,3,3,Resale,Low,87.69,88.20069999999993
188,PROP-022022,Delhi,Dwarka,Standard,Villa,4,3,2,2356,2055,0,4,Ground,West,Fully Furnished,4,3,7.8,0,1,1,0,5736,15.0,1.5,3,3,Resale,High,253.83,244.4074000000004
189,PROP-046365,Mumbai,Andheri,Standard,Independent House,4,4,1,2454,2098,12,15,High (10-19),East,Fully Furnished,8,2,6.1,0,0,0,1,3895,13.6,1.3,4,0,New,High,293.34,243.0665
190,PROP-023538,Delhi,Gurgaon DLF,Premium,Row House,4,4,0,1747,1400,12,14,High (10-19),West,Semi-Furnished,4,1,5.3,0,0,1,1,3760,4.6,0.8,2,4,Resale,Low,181.05,175.87129999999976
191,PROP-045500,Bangalore,HSR Layout,Standard,Independent House,2,2,1,1329,1137,9,16,Mid (5-9),East,Semi-Furnished,1,1,5.2,1,0,0,1,3929,10.6,1.0,2,1,Resale,Low,75.34,91.32040000000005
192,PROP-040186,Delhi,Noida Extension,Affordable,Row House,5,6,2,2346,2059,7,8,Mid (5-9),West,Fully Furnished,9,2,4.5,0,0,1,1,3774,25.5,9.1,3,1,New,Low,143.47,132.58559999999986
193,PROP-009614,Delhi,South Delhi,Premium,Apartment,4,3,3,2006,1714,7,12,Mid (5-9),South-East,Semi-Furnished,8,3,6.1,1,0,1,1,4880,5.2,1.4,4,1,New,High,404.85,366.37319999999943
194,PROP-043282,Hyderabad,Kondapur,Standard,Studio,1,1,1,548,470,0,9,Ground,North-West,Semi-Furnished,0,1,6.3,0,0,0,0,1886,15.2,8.1,2,0,Resale,Low,51.27,46.378899999999994
195,PROP-037892,Mumbai,Thane,Affordable,Apartment,2,2,1,1045,873,14,21,High (10-19),North-East,Fully Furnished,10,0,2.5,0,0,0,1,2114,22.8,5.1,6,3,Resale,Low,53.83,45.68609999999998
196,PROP-026179,Bangalore,Koramangala,Premium,Independent House,3,3,0,1687,1375,0,7,Ground,South-East,Semi-Furnished,1,1,4.9,1,0,1,0,3343,5.5,3.0,6,0,New,High,282.39,272.2326999999998
197,PROP-045893,Delhi,Noida Sector 62,Standard,Apartment,2,2,0,999,842,6,7,Mid (5-9),South-East,Semi-Furnished,3,2,6.8,0,0,0,1,1280,10.6,5.0,3,1,New,Low,64.08,76.40289999999996
198,PROP-020934,Hyderabad,Kondapur,Standard,Independent House,3,3,1,1688,1460,36,37,Top (20+),West,Unfurnished,13,2,4.6,0,0,0,1,1926,20.1,5.7,4,2,Resale,Low,155.41,142.89929999999993
199,PROP-040972,Hyderabad,Madhapur,Standard,Apartment,3,3,3,1345,1155,2,10,Low (1-4),North-East,Semi-Furnished,1,5,4.2,0,0,1,1,3067,10.9,4.5,3,2,Resale,Low,131.26,126.59390000000013
200,PROP-022225,Bangalore,Electronic City,Standard,Apartment,3,3,2,1308,1148,1,4,Low (1-4),North,Unfurnished,3,2,3.5,0,0,0,0,1595,10.2,2.3,2,1,New,Low,76.52,86.67410000000012
201,PROP-024382,Hyderabad,Madhapur,Standard,Penthouse,5,5,1,2720,2306,0,3,Ground,North-East,Semi-Furnished,5,5,8.7,1,1,1,0,6702,12.5,4.8,0,0,New,High,307.04,286.65560000000033
202,PROP-034856,Bangalore,Electronic City,Standard,Apartment,1,1,0,374,319,16,22,High (10-19),South,Fully Furnished,3,1,5.5,1,0,1,1,4726,15.2,2.4,3,3,Resale,Low,27.29,28.64049999999999
203,PROP-048578,Hyderabad,Madhapur,Standard,Row House,4,4,1,2024,1632,10,17,High (10-19),South-East,Unfurnished,4,1,4.6,0,0,0,1,3298,15.2,0.6,4,2,New,High,237.16,229.86599999999996
204,PROP-038537,Hyderabad,Banjara Hills,Premium,Apartment,1,1,2,647,545,21,22,Top (20+),South-East,Semi-Furnished,22,1,6.8,1,1,1,1,6314,5.1,4.4,4,1,New,Low,61.58,73.24259999999997
205,PROP-031756,Bangalore,Indiranagar,Premium,Apartment,2,2,1,882,733,8,9,Mid (5-9),North,Unfurnished,3,1,10.0,1,0,1,1,3635,5.5,4.6,5,5,Resale,Low,121.83,121.57759999999995
206,PROP-007754,Hyderabad,Banjara Hills,Premium,Villa,3,2,1,1671,1337,2,3,Low (1-4),East,Unfurnished,3,4,8.9,1,1,1,1,6090,11.9,2.6,4,5,Resale,Low,185.21,176.6699999999997
207,PROP-046639,Hyderabad,Madhapur,Standard,Studio,1,1,3,518,428,7,16,Mid (5-9),East,Semi-Furnished,0,1,5.3,0,0,0,1,2007,10.9,2.0,3,3,Resale,Low,32.78,36.613500000000045
208,PROP-043835,Delhi,South Delhi,Premium,Independent House,4,4,3,2206,1776,4,7,Low (1-4),South-West,Unfurnished,1,3,6.5,1,0,1,1,4253,6.2,6.7,3,2,Resale,High,383.08,301.6269000000001
209,PROP-026236,Bangalore,Electronic City,Standard,Penthouse,4,4,3,2027,1731,13,20,High (10-19),South-West,Unfurnished,0,2,6.5,0,0,1,1,3055,11.0,2.2,2,3,Resale,Low,158.63,155.72360000000003
210,PROP-044230,Delhi,South Delhi,Premium,Row House,4,5,1,1890,1603,12,16,High (10-19),North-West,Unfurnished,4,1,7.2,0,0,0,1,2512,6.5,7.1,0,1,Resale,High,264.94,265.25119999999976
211,PROP-049597,Delhi,South Delhi,Premium,Apartment,2,2,4,939,826,9,12,Mid (5-9),West,Semi-Furnished,0,1,7.2,1,1,1,1,5427,7.7,0.1,6,6,Resale,Low,151.34,148.1028000000001
212,PROP-018553,Hyderabad,Jubilee Hills,Premium,Villa,3,3,2,1743,1403,9,14,Mid (5-9),South-East,Semi-Furnished,2,0,8.4,1,1,1,1,6678,4.9,1.4,1,4,Resale,High,193.68,273.36519999999996
213,PROP-043137,Hyderabad,Gachibowli,Standard,Row House,3,3,3,1478,1202,0,6,Ground,South-East,Semi-Furnished,9,3,2.1,0,0,0,0,3276,10.8,3.3,0,0,Resale,Low,128.13,123.30209999999987
214,PROP-036673,Mumbai,Andheri,Standard,Apartment,3,4,2,1300,1106,5,9,Mid (5-9),South,Fully Furnished,17,1,4.7,0,0,0,1,2423,11.2,3.5,3,0,Resale,Low,114.01,107.73190000000011
215,PROP-043650,Bangalore,Whitefield,Standard,Villa,5,6,2,2668,2183,4,5,Low (1-4),South,Fully Furnished,4,2,7.7,0,1,0,1,6053,19.5,4.0,4,1,New,High,263.27,269.77420000000023
216,PROP-003941,Hyderabad,Madhapur,Standard,Studio,1,1,1,573,487,15,16,High (10-19),East,Unfurnished,7,0,4.1,0,0,1,1,2018,10.0,3.4,0,2,Resale,Low,20.4,29.334700000000044
217,PROP-031497,Hyderabad,Banjara Hills,Premium,Villa,3,3,2,1916,1573,8,15,Mid (5-9),South-East,Semi-Furnished,2,2,10.0,0,1,1,1,4677,6.4,2.1,5,1,Resale,High,261.74,301.45769999999993
218,PROP-026594,Delhi,South Delhi,Premium,Independent House,3,2,1,1580,1365,0,14,Ground,South,Fully Furnished,0,3,5.7,0,1,1,0,4468,6.0,0.1,3,2,Resale,High,246.84,248.88720000000004
219,PROP-023922,Hyderabad,Banjara Hills,Premium,Apartment,3,4,2,1137,987,9,16,Mid (5-9),North-East,Unfurnished,8,1,8.8,0,0,1,1,2517,5.2,2.1,4,0,New,Low,129.78,160.45319999999992
220,PROP-026403,Mumbai,Bandra,Premium,Villa,4,4,1,2302,1851,0,18,Ground,South-West,Unfurnished,2,4,10.0,1,1,1,0,6316,6.6,3.2,3,3,New,High,379.31,311.21529999999996
221,PROP-045943,Bangalore,Electronic City,Standard,Row House,3,3,3,1196,1001,0,1,Ground,East,Unfurnished,2,4,5.0,0,0,0,0,3049,11.1,0.8,2,3,Resale,Low,112.83,104.63669999999995
222,PROP-048526,Delhi,Noida Sector 62,Standard,Studio,1,1,0,407,332,19,28,High (10-19),North-East,Unfurnished,10,1,4.8,0,0,1,1,2113,11.2,5.7,2,3,Resale,Low,30.7,23.360799999999998
223,PROP-018316,Mumbai,Bandra,Premium,Studio,1,1,0,464,399,0,8,Ground,South-West,Fully Furnished,1,0,6.7,1,1,1,0,5533,5.3,3.6,4,4,Resale,Low,69.46,70.33640000000003
224,PROP-036894,Delhi,South Delhi,Premium,Apartment,2,2,3,821,719,13,18,High (10-19),West,Semi-Furnished,0,0,7.6,1,1,1,1,5797,7.7,6.9,2,3,Resale,Low,137.1,138.1435000000001
225,PROP-026696,Delhi,Dwarka,Standard,Apartment,5,5,2,2186,1764,14,19,High (10-19),South,Semi-Furnished,10,1,5.6,0,0,1,1,3296,12.7,0.5,2,2,New,Low,182.54,151.5041
226,PROP-042128,Delhi,Noida Extension,Affordable,Independent House,3,3,1,1746,1453,10,12,High (10-19),East,Semi-Furnished,2,3,7.6,0,0,0,1,2276,18.3,0.6,3,1,Resale,Low,101.85,98.73000000000016
227,PROP-014171,Delhi,South Delhi,Premium,Studio,1,1,0,359,308,9,14,Mid (5-9),West,Fully Furnished,9,1,4.9,1,1,1,1,4395,4.4,0.6,2,4,New,Low,44.69,47.198999999999984
228,PROP-003733,Delhi,Dwarka,Standard,Villa,5,4,1,2802,2366,9,18,Mid (5-9),West,Fully Furnished,10,2,9.0,1,0,1,1,5229,10.4,0.9,5,0,Resale,High,322.08,307.33090000000044
229,PROP-007882,Mumbai,Bandra,Premium,Villa,3,4,3,1604,1409,16,17,High (10-19),West,Semi-Furnished,8,4,7.2,1,1,1,1,6473,4.3,1.2,3,6,Resale,High,209.33,225.9452000000004
230,PROP-006017,Delhi,Dwarka,Standard,Apartment,4,4,1,1642,1328,25,30,Top (20+),North-West,Fully Furnished,1,2,2.6,0,0,1,1,2769,13.0,2.5,3,1,New,Low,145.76,145.27150000000003
231,PROP-023030,Bangalore,Electronic City,Standard,Apartment,2,1,3,1026,873,13,19,High (10-19),East,Unfurnished,6,0,5.4,0,0,1,1,2416,10.6,7.6,2,4,Resale,Low,82.93,86.29790000000004
232,PROP-035474,Delhi,Dwarka,Standard,Apartment,2,2,2,1096,898,27,28,Top (20+),West,Fully Furnished,3,0,5.4,0,0,0,1,2205,11.4,2.3,6,1,New,Low,102.92,100.78590000000007
233,PROP-049686,Bangalore,HSR Layout,Standard,Studio,1,1,1,348,300,0,3,Ground,East,Unfurnished,4,0,4.9,0,0,1,0,2044,18.9,4.2,1,1,New,Low,10.0,22.6435
234,PROP-004818,Hyderabad,Banjara Hills,Premium,Studio,1,1,1,408,355,2,6,Low (1-4),South-East,Semi-Furnished,12,1,5.6,1,0,1,1,3345,5.7,7.7,7,0,Resale,Low,49.05,52.93710000000007
235,PROP-041694,Hyderabad,Jubilee Hills,Premium,Penthouse,4,4,1,2301,1895,2,3,Low (1-4),South-West,Semi-Furnished,0,2,8.9,1,1,1,1,7025,11.5,3.1,5,4,Resale,High,329.06,396.35719999999986
236,PROP-012008,Mumbai,Bandra,Premium,Penthouse,5,4,1,2459,2115,3,6,Low (1-4),East,Semi-Furnished,6,5,8.9,1,1,1,1,7642,10.0,2.2,1,7,Resale,High,524.82,462.3521999999999
237,PROP-041328,Delhi,Gurgaon DLF,Premium,Apartment,2,3,1,993,795,14,21,High (10-19),East,Semi-Furnished,4,0,5.2,1,0,1,1,3919,9.1,0.7,1,3,Resale,Low,147.17,136.69459999999992
238,PROP-009507,Mumbai,Bandra,Premium,Apartment,3,4,2,1311,1080,10,13,High (10-19),East,Unfurnished,0,2,6.8,1,0,1,1,4852,5.7,5.3,2,4,Resale,High,225.77,223.55840000000026
239,PROP-044799,Hyderabad,Jubilee Hills,Premium,Villa,4,5,3,2439,1980,20,21,Top (20+),South,Unfurnished,1,5,8.5,1,0,1,1,4898,11.4,4.9,4,2,New,High,492.11,464.94650000000036
240,PROP-034063,Mumbai,Powai,Standard,Independent House,3,4,1,1688,1401,6,8,Mid (5-9),East,Semi-Furnished,14,2,4.2,0,0,0,1,3235,11.1,0.3,5,0,Resale,Low,129.9,132.71979999999982
241,PROP-027475,Delhi,Noida Extension,Affordable,Apartment,1,1,1,396,333,11,19,High (10-19),North,Semi-Furnished,1,1,5.7,0,0,0,1,2739,19.0,4.9,5,0,Resale,Low,10.44,14.538900000000021
242,PROP-031144,Delhi,Noida Sector 62,Standard,Apartment,2,2,1,886,761,6,7,Mid (5-9),East,Unfurnished,5,0,5.5,0,0,1,1,2764,13.1,0.3,1,0,New,Low,66.09,63.38770000000006
243,PROP-021236,Mumbai,Navi Mumbai,Affordable,Apartment,3,4,3,1255,1008,9,16,Mid (5-9),West,Semi-Furnished,3,2,4.2,0,0,1,1,2632,19.0,1.8,5,1,Resale,Low,55.96,57.55610000000001
